Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-79.4,43.67,TORONTO CITY,6158355,2019-06-25,2019,6,25,,26.2,,17.2,,21.7,,0,,3.7,,,,,,0.3,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-06-26,2019,6,26,,29.5,,18.4,,24,,0,,6,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-06-27,2019,6,27,,28.6,,18.3,,23.4,,0,,5.4,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-06-28,2019,6,28,,28.4,,19.3,,23.8,,0,,5.8,,,,,,13.3,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-06-29,2019,6,29,,28.6,,19.4,,24,,0,,6,,,,,,0.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-06-30,2019,6,30,,25.1,,18,,21.5,,0,,3.5,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-07-01,2019,7,1,,26.3,,15.9,,21.1,,0,,3.1,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-07-02,2019,7,2,,25.7,,21,,23.4,,0,,5.4,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-07-03,2019,7,3,,28.2,,19.9,,24.1,,0,,6.1,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-07-04,2019,7,4,,28.7,,19.6,,24.2,,0,,6.2,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-07-05,2019,7,5,,30.8,,21.4,,26.1,,0,,8.1,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-07-06,2019,7,6,,29.3,,21.8,,25.6,,0,,7.6,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-07-07,2019,7,7,,23.4,,17.6,,20.5,,0,,2.5,,,,,,0.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-07-08,2019,7,8,,25.3,,15.9,,20.6,,0,,2.6,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-07-09,2019,7,9,,27.1,,16.1,,21.6,,0,,3.6,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-07-10,2019,7,10,,29.2,,17.3,,23.2,,0,,5.2,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-07-11,2019,7,11,,29.8,,17.7,,23.8,,0,,5.8,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-07-12,2019,7,12,,24.4,,17.6,,21,,0,,3,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-07-13,2019,7,13,,28.2,,17.2,,22.7,,0,,4.7,,,,,,16.7,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-07-14,2019,7,14,,27.3,,17.4,,22.3,,0,,4.3,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-07-15,2019,7,15,,27,,16.2,,21.6,,0,,3.6,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-07-16,2019,7,16,,32,,18.3,,25.1,,0,,7.1,,,,,,6.1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-07-17,2019,7,17,,28.3,,22.1,,25.2,,0,,7.2,,,,,,19.9,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-07-18,2019,7,18,,28.1,,21.6,,24.8,,0,,6.8,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-07-19,2019,7,19,,30.2,,22.7,,26.5,,0,,8.5,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-07-20,2019,7,20,,33.8,,21.7,,27.7,,0,,9.7,,,,,,4.3,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-07-21,2019,7,21,,29.4,,21.2,,25.3,,0,,7.3,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-07-22,2019,7,22,,24.1,,18.4,,21.2,,0,,3.2,,,,,,0.7,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-07-23,2019,7,23,,26.4,,17,,21.7,,0,,3.7,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-07-24,2019,7,24,,26.3,,17.6,,22,,0,,4,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-07-25,2019,7,25,,27.9,,16.7,,22.3,,0,,4.3,,,,,,1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-07-26,2019,7,26,,29,,18.5,,23.7,,0,,5.7,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-07-27,2019,7,27,,28.6,,19.5,,24,,0,,6,,,,,,1.8,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-07-28,2019,7,28,,31,,20.4,,25.7,,0,,7.7,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-07-29,2019,7,29,,29.6,,20.4,,25,,0,,7,,,,,,0.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-07-30,2019,7,30,,28,,19.6,,23.8,,0,,5.8,,,,,,22.8,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-07-31,2019,7,31,,26.2,,17.3,,21.7,,0,,3.7,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-08-01,2019,8,1,,26,,17.7,,21.8,,0,,3.8,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-08-02,2019,8,2,,26.8,,17.8,,22.3,,0,,4.3,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-08-03,2019,8,3,,28.3,,16.9,,22.6,,0,,4.6,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-08-04,2019,8,4,,25.4,,18.7,,22,,0,,4,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-08-05,2019,8,5,,28.3,,17,,22.7,,0,,4.7,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-08-06,2019,8,6,,26.5,,19.7,,23.1,,0,,5.1,,,,,,5.1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-08-07,2019,8,7,,26.7,,19.3,,23,,0,,5,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-08-08,2019,8,8,,26.5,,18,,22.2,,0,,4.2,,,,,,4.3,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-08-09,2019,8,9,,25.8,,16.1,,20.9,,0,,2.9,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-08-10,2019,8,10,,25.1,,14.9,,20,,0,,2,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-08-11,2019,8,11,,26.9,,14.1,,20.5,,0,,2.5,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-08-12,2019,8,12,,27.6,,19.6,,23.6,,0,,5.6,,,,,,0.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-08-13,2019,8,13,,27.8,,20.2,,24,,0,,6,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-08-14,2019,8,14,,25.4,,18.2,,21.8,,0,,3.8,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-08-15,2019,8,15,,23.8,,17.1,,20.5,,0,,2.5,,,,,,3.1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-08-16,2019,8,16,,24.4,,17.7,,21,,0,,3,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-08-17,2019,8,17,,26,,19.1,,22.5,,0,,4.5,,,,,,24.1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-08-18,2019,8,18,,26.9,,19.7,,23.3,,0,,5.3,,,,,,3.3,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-08-19,2019,8,19,,28.4,,18.6,,23.5,,0,,5.5,,,,,,0.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-08-20,2019,8,20,,27.1,,17.4,,22.2,,0,,4.2,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-08-21,2019,8,21,,29.7,,20.4,,25,,0,,7,,,,,,1.1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-08-22,2019,8,22,,,M,,M,,M,,M,,M,,,,,,M,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-08-23,2019,8,23,,22.8,,14.5,,18.6,,0,,0.6,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-08-24,2019,8,24,,21.7,,13.2,,17.4,,0.6,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-08-25,2019,8,25,,22.9,,15.3,,19.1,,0,,1.1,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-08-26,2019,8,26,,23.8,,17.7,,20.7,,0,,2.7,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-08-27,2019,8,27,,22,,18.3,,20.1,,0,,2.1,,,,,,12.6,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-08-28,2019,8,28,,26.8,,18.1,,22.5,,0,,4.5,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-08-29,2019,8,29,,24.8,,16.6,,20.7,,0,,2.7,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-08-30,2019,8,30,,24.8,,15.5,,20.1,,0,,2.1,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-08-31,2019,8,31,,21.9,,13,,17.5,,0.5,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-09-01,2019,9,1,,19.7,,16.1,,17.9,,0.1,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-09-02,2019,9,2,,23.7,,17,,20.3,,0,,2.3,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-09-03,2019,9,3,,22.7,,15,,18.8,,0,,0.8,,,,,,5.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-09-04,2019,9,4,,21.7,,13.8,,17.8,,0.2,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-09-05,2019,9,5,,21.3,,11.7,,16.5,,1.5,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-09-06,2019,9,6,,20.9,,13.4,,17.1,,0.9,,0,,,,,,0.5,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-09-07,2019,9,7,,22.7,,12.2,,17.4,,0.6,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-09-08,2019,9,8,,18.4,,11.7,,15,,3,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-09-09,2019,9,9,,19,,10.4,,14.7,,3.3,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-09-10,2019,9,10,,23.2,,12.8,,18,,0,,0,,,,,,13.9,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-09-11,2019,9,11,,27.7,,18.3,,23,,0,,5,,,,,,0.3,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-09-12,2019,9,12,,19.4,,13.6,,16.5,,1.5,,0,,,,,,0.5,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-09-13,2019,9,13,,21.4,,15.3,,18.3,,0,,0.3,,,,,,4.8,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-09-14,2019,9,14,,22.7,,15.7,,19.2,,0,,1.2,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-09-15,2019,9,15,,18.4,,13.5,,16,,2,,0,,,,,,2.9,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-09-16,2019,9,16,,18.1,,13.6,,15.9,,2.1,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-09-17,2019,9,17,,22.8,,12.5,,17.7,,0.3,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-09-18,2019,9,18,,22.5,,13.8,,18.2,,0,,0.2,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-09-19,2019,9,19,,22.9,,15.1,,19,,0,,1,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-09-20,2019,9,20,,24.3,,14.2,,19.3,,0,,1.3,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-09-21,2019,9,21,,27,,17.4,,22.2,,0,,4.2,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-09-22,2019,9,22,,29.9,,20,,24.9,,0,,6.9,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-09-23,2019,9,23,,25.2,,15.9,,20.6,,0,,2.6,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-09-24,2019,9,24,,22.2,,14.3,,18.3,,0,,0.3,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-09-25,2019,9,25,,25,,14.1,,19.5,,0,,1.5,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-09-26,2019,9,26,,22.1,,11.9,,17,,1,,0,,,,,,3.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-09-27,2019,9,27,,22,,10.9,,16.4,,1.6,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-09-28,2019,9,28,,20.7,,13.1,,16.9,,1.1,,0,,,,,,4.3,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-09-29,2019,9,29,,14.6,,10.4,,12.5,,5.5,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-09-30,2019,9,30,,16.9,,12.4,,14.6,,3.4,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-10-01,2019,10,1,,29.6,,15.3,,22.5,,0,,4.5,,,,,,9,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-10-02,2019,10,2,,19.6,,10.1,,14.9,,3.1,,0,,,,,,9.3,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-10-03,2019,10,3,,12.5,,9.1,,10.8,,7.2,,0,,,,,,2.3,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-10-04,2019,10,4,,12.4,,6.9,,9.6,,8.4,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-10-05,2019,10,5,,14.5,,7.2,,10.8,,7.2,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-10-06,2019,10,6,,20.3,,13.7,,17,,1,,0,,,,,,1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-10-07,2019,10,7,,18.3,,9.4,,13.9,,4.1,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-10-08,2019,10,8,,17.5,,8.6,,13,,5,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-10-09,2019,10,9,,17,,9.3,,13.1,,4.9,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-10-10,2019,10,10,,16.3,,10.6,,13.4,,4.6,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-10-11,2019,10,11,,18,,13.3,,15.7,,2.3,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-10-12,2019,10,12,,15.5,,6,,10.8,,7.2,,0,,,,,,3.3,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-10-13,2019,10,13,,16.6,,5.8,,11.2,,6.8,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-10-14,2019,10,14,,12.9,,7.8,,10.4,,7.6,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-10-15,2019,10,15,,14.5,,4.9,,9.7,,8.3,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-10-16,2019,10,16,,13.7,,8.5,,11.1,,6.9,,0,,,,,,20.7,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-10-17,2019,10,17,,9.2,,7.6,,8.4,,9.6,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-10-18,2019,10,18,,10.9,,4.4,,7.7,,10.3,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-10-19,2019,10,19,,12.1,,3.5,,7.8,,10.2,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-10-20,2019,10,20,,15.8,,7.9,,11.8,,6.2,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-10-21,2019,10,21,,14.7,,9.2,,11.9,,6.1,,0,,,,,,0.3,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-10-22,2019,10,22,,15.9,,10.5,,13.2,,4.8,,0,,,,,,9.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-10-23,2019,10,23,,14,,8.4,,11.2,,6.8,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-10-24,2019,10,24,,14.6,,7,,10.8,,7.2,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-10-25,2019,10,25,,11.5,,6.7,,9.1,,8.9,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-10-26,2019,10,26,,11,,3.4,,7.2,,10.8,,0,,,,,,12,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-10-27,2019,10,27,,14.1,,9.4,,11.7,,6.3,,0,,,,,,32.9,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-10-28,2019,10,28,,16.2,,7.2,,11.7,,6.3,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-10-29,2019,10,29,,16,,9.2,,12.6,,5.4,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-10-30,2019,10,30,,10.7,,7.2,,8.9,,9.1,,0,,,,,,17.1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-10-31,2019,10,31,,12.9,,5.5,,9.2,,8.8,,0,,,,,,24.1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-11-01,2019,11,1,,5.6,,3.1,,4.4,,13.6,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-11-02,2019,11,2,,7.8,,2.7,,5.2,,12.8,,0,,,,,,0.7,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-11-03,2019,11,3,,6.8,,2.4,,4.6,,13.4,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-11-04,2019,11,4,,11.3,,4.5,,7.9,,10.1,,0,,,,,,0.4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-11-05,2019,11,5,,10.3,,3.1,,6.7,,11.3,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-11-06,2019,11,6,,4.9,,-0.4,,2.2,,15.8,,0,,,,,,0.5,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-11-07,2019,11,7,,2.9,,-2.3,,0.3,,17.7,,0,,,,,,4.3,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-11-08,2019,11,8,,0.4,,-4.5,,-2.1,,20.1,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-11-09,2019,11,9,,4.4,,-2.5,,1,,17,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-11-10,2019,11,10,,7.7,,-0.3,,3.7,,14.3,,0,,,,,,0.2,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-11-11,2019,11,11,,0.1,,-6.1,,-3,,21,,0,,,,,,14.1,,0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-11-12,2019,11,12,,-4.3,,-8.7,,-6.5,,24.5,,0,,,,,,0.2,,15,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-11-13,2019,11,13,,0.1,,-11.3,,-5.6,,23.6,,0,,,,,,1.2,,11,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-11-14,2019,11,14,,1.7,,-1.5,,0.1,,17.9,,0,,,,,,0.8,,9,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-11-15,2019,11,15,,4,,-5.4,,-0.7,,18.7,,0,,,,,,0,,7,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-11-16,2019,11,16,,-2.1,,-8.5,,-5.3,,23.3,,0,,,,,,0,,4,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-11-17,2019,11,17,,4,,-4.8,,-0.4,,18.4,,0,,,,,,0,,4,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-11-18,2019,11,18,,3.9,,2.3,,3.1,,14.9,,0,,,,,,5.8,,3,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-11-19,2019,11,19,,4.3,,1.7,,3,,15,,0,,,,,,0,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-11-20,2019,11,20,,8.4,,1.9,,5.1,,12.9,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-11-21,2019,11,21,,11.3,,0.8,,6,,12,,0,,,,,,4.3,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-11-22,2019,11,22,,11.3,,-0.4,,5.5,,12.5,,0,,,,,,0,,0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-11-23,2019,11,23,,5.6,,-1,,2.3,,15.7,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-11-24,2019,11,24,,6.8,,-0.9,,2.9,,15.1,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-11-25,2019,11,25,,7.8,,2.4,,5.1,,12.9,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-11-26,2019,11,26,,11.3,,4.7,,8,,10,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-11-27,2019,11,27,,10.4,,5.5,,7.9,,10.1,,0,,,,,,5.7,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-11-28,2019,11,28,,6.6,,-2.1,,2.2,,15.8,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-11-29,2019,11,29,,-0.2,,-2.3,,-1.2,,19.2,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-11-30,2019,11,30,,-0.5,,-3.1,,-1.8,,19.8,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-12-01,2019,12,1,,-0.2,,-3.2,,-1.7,,19.7,,0,,,,,,13,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-12-02,2019,12,2,,-0.1,,-3.6,,-1.9,,19.9,,0,,,,,,5.9,,9,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-12-03,2019,12,3,,1.8,,-6.6,,-2.4,,20.4,,0,,,,,,0.5,,8,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-12-04,2019,12,4,,4.1,,0.8,,2.5,,15.5,,0,,,,,,0.4,,8,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-12-05,2019,12,5,,1.5,,-0.7,,0.4,,17.6,,0,,,,,,0.2,,5,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-12-06,2019,12,6,,1.1,,-3.2,,-1.1,,19.1,,0,,,,,,6.3,,6,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-12-07,2019,12,7,,0.4,,-3.8,,-1.7,,19.7,,0,,,,,,0,,10,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-12-08,2019,12,8,,7.7,,-0.1,,3.8,,14.2,,0,,,,,,0,,9,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-12-09,2019,12,9,,10.1,,6.2,,8.1,,9.9,,0,,,,,,7.4,,3,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-12-10,2019,12,10,,10.7,,-5.6,,2.6,,15.4,,0,,,,,,0.4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-12-11,2019,12,11,,-1.9,,-6.5,,-4.2,,22.2,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-12-12,2019,12,12,,1.9,,-7.6,,-2.8,,20.8,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-12-13,2019,12,13,,5.5,,1.5,,3.5,,14.5,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-12-14,2019,12,14,,4.4,,1.2,,2.8,,15.2,,0,,,,,,24.5,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-12-15,2019,12,15,,2.6,,-3.9,,-0.6,,18.6,,0,,,,,,0.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-12-16,2019,12,16,,1.5,,-4,,-1.2,,19.2,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-12-17,2019,12,17,,1.8,,-1.7,,0,,18,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-12-18,2019,12,18,,-1.4,,-14.1,,-7.8,,25.8,,0,,,,,,0.7,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-12-19,2019,12,19,,-5.2,,-15,,-10.1,,28.1,,0,,,,,,1.4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-12-20,2019,12,20,,-2.9,,-9,,-5.9,,23.9,,0,,,,,,0.2,,4,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-12-21,2019,12,21,,2.7,,-5,,-1.1,,19.1,,0,,,,,,0,,0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-12-22,2019,12,22,,6.3,,0.7,,3.5,,14.5,,0,,,,,,0,,2,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2019-12-23,2019,12,23,,10.1,,2.2,,6.1,,11.9,,0,,,,,,0,,1,,,M,,M
